fold,class_idx,baseline_loss,baseline_acc,weighted_loss,weighted_acc
7,1,1.3872948318135505,0.5686274509803921,1.6312975947763406,0.45098039215686275
7,2,0.7636129217658271,0.851063829787234,0.8893318586051464,0.723404255319149
7,3,1.5957928901178795,0.47368421052631576,1.4110284745693207,0.47368421052631576
7,4,1.46815177417816,0.5531914893617021,1.3688097813345017,0.5531914893617021
7,5,1.9536068379878997,0.375,1.1951817199587822,0.65
7,6,1.3761879972955013,0.5957446808510638,1.675808717437247,0.425531914893617
7,7,1.3283435003015034,0.631578947368421,1.2644820142733424,0.6140350877192983
7,8,0.8134405550126936,0.7647058823529411,1.359593470599137,0.6078431372549019
7,9,1.0107304968085944,0.6470588235294118,0.9416764480810539,0.7254901960784313
8,0,0.7583388618838328,0.7948717948717948,1.066051982725278,0.7692307692307693
8,1,1.4657340248877353,0.6363636363636364,1.691399184140292,0.43636363636363634
8,2,0.6456816049221044,0.8846153846153846,0.7364744948438153,0.8461538461538461
8,3,1.756513340132577,0.4642857142857143,1.6690532948289598,0.35714285714285715
8,4,1.379178272888941,0.6323529411764706,1.2882200724938337,0.6029411764705882
8,5,1.8310709858224505,0.30952380952380953,1.4494997709989548,0.42857142857142855
8,6,1.193656872500453,0.6666666666666666,1.7237959424393219,0.43859649122807015
8,7,1.2987880530406017,0.6122448979591837,1.2981719885553633,0.6122448979591837
8,8,0.8845604112527022,0.7083333333333334,1.3296962691626202,0.6041666666666666
8,9,1.080573389416232,0.6470588235294118,0.9525582004776773,0.7647058823529411
9,0,0.8543085682277496,0.7115384615384616,1.2136230343379653,0.6538461538461539
9,1,1.4340631193236302,0.49122807017543857,1.6709882292831153,0.42105263157894735
9,2,0.7613062281851415,0.8333333333333334,0.7462544750974134,0.8703703703703703
9,3,1.7553386233317165,0.38461538461538464,1.3397705810717666,0.5192307692307693
9,4,1.2512925728776698,0.6271186440677966,1.118765081799889,0.6101694915254238
9,5,1.7270894372463226,0.46,1.4587740617990494,0.52
9,6,1.3127911786238353,0.5952380952380952,1.6570078879594803,0.5238095238095238
9,7,1.3212936459868043,0.6296296296296297,1.395691244414559,0.48148148148148145
9,8,0.6649820330087095,0.875,1.069052342325449,0.675
9,9,1.23703270284459,0.625,1.0724147236440331,0.7
