fold,class_idx,baseline_loss,baseline_acc,weighted_loss,weighted_acc
0,0,0.7485374109447003,0.88,1.0644229458272456,0.76
0,1,1.584336709491042,0.4883720930232558,1.7189173837040745,0.4418604651162791
0,2,0.929675780326849,0.7419354838709677,0.9267107461008334,0.7580645161290323
0,3,1.4646865412047723,0.5121951219512195,1.5233692808485613,0.3902439024390244
0,4,1.3146375808410529,0.6585365853658537,1.2234901604129047,0.6097560975609756
0,5,2.03443856456063,0.2909090909090909,1.4718701004981996,0.36363636363636365
0,6,1.1342786602409822,0.625,1.363430893048644,0.6607142857142857
0,7,1.3599665765211266,0.5849056603773585,1.4288945875640184,0.4716981132075472
0,8,0.6905493924116834,0.8085106382978723,1.0532515350174396,0.7659574468085106
0,9,1.096351819112897,0.6730769230769231,1.155889420125347,0.6538461538461539
1,0,0.7813032055490239,0.8372093023255814,1.220499152014422,0.6976744186046512
1,1,1.3197128367812738,0.5217391304347826,1.513133777872376,0.45652173913043476
1,2,0.7922686188338468,0.7692307692307693,0.8927213381259487,0.75
1,3,1.3716040170192718,0.54,1.2205492325127125,0.56
1,4,1.2061524126264784,0.6296296296296297,1.1014888921269663,0.6666666666666666
1,5,1.8594689450021518,0.288135593220339,1.4595251750137845,0.3559322033898305
1,6,1.270521059970964,0.7045454545454546,1.555243612521074,0.5681818181818182
1,7,1.4746878119185567,0.5416666666666666,1.2906507837275665,0.5208333333333334
1,8,0.8492651737605532,0.8166666666666667,1.3848818654194475,0.5833333333333334
1,9,1.4672955887561494,0.4772727272727273,1.328685317527164,0.5454545454545454
2,0,0.8796184205546461,0.6896551724137931,1.2372913011831457,0.6206896551724138
2,1,1.2985534868203104,0.6041666666666666,1.4536177528401215,0.375
2,2,0.8594139043072407,0.8181818181818182,0.7726282184435562,0.8636363636363636
2,3,1.4342449447140098,0.5833333333333334,1.2588454910243552,0.5625
2,4,1.095956990166622,0.7352941176470589,1.2303393130355023,0.6176470588235294
2,5,1.7200337128205734,0.43636363636363634,1.3886457443237306,0.5272727272727272
2,6,1.2701684151274653,0.6346153846153846,1.711294989173229,0.3269230769230769
2,7,1.3758509304995339,0.5625,1.4442283812289436,0.4791666666666667
2,8,0.8293206190584965,0.7735849056603774,1.35162663312172,0.5849056603773585
2,9,1.3306160114705563,0.48333333333333334,1.2629509010662636,0.6333333333333333
3,0,0.7343544734984028,0.7959183673469388,1.2668052788595765,0.6530612244897959
3,1,1.4888483166046764,0.5,1.5551685188775477,0.5
3,2,0.8588076915753924,0.8043478260869565,0.9566746700717055,0.7391304347826086
3,3,1.4927202054160706,0.5531914893617021,1.4350219781094409,0.48936170212765956
3,4,1.6204502158007532,0.4528301886792453,1.4865486552973963,0.4716981132075472
3,5,1.91611979089,0.2727272727272727,1.579574939879504,0.3409090909090909
3,6,1.380486336679986,0.5384615384615384,1.7986113560887484,0.38461538461538464
3,7,1.412210005755518,0.49019607843137253,1.3361692031224568,0.49019607843137253
3,8,0.8366613420742479,0.7818181818181819,1.205234864625064,0.6727272727272727
3,9,1.2463902586646247,0.631578947368421,1.1719569135130496,0.6842105263157895
4,0,0.77956118427217,0.82,1.0990020516514778,0.72
4,1,1.5968612912628386,0.5555555555555556,1.803779751724667,0.4222222222222222
4,2,0.8502407929206148,0.7872340425531915,0.7850529201170231,0.8085106382978723
4,3,1.7398428272227853,0.3673469387755102,1.4362651818260854,0.5306122448979592
4,4,1.1153819492230048,0.6538461538461539,0.9905001109895798,0.7307692307692307
4,5,2.0327446881462548,0.3137254901960784,1.372571716121599,0.47058823529411764
4,6,1.1516564941786704,0.7021276595744681,1.5056781997071935,0.5531914893617021
4,7,1.398655425470609,0.5,1.511463764983301,0.40384615384615385
4,8,0.9213393063356097,0.7115384615384616,1.3561747984674115,0.5961538461538461
4,9,1.120938399095427,0.6545454545454545,1.162634576992555,0.6363636363636364
5,0,0.9004753120920875,0.7454545454545455,1.274083689329299,0.7090909090909091
5,1,1.2895874556219369,0.543859649122807,1.5344872392975448,0.43859649122807015
5,2,0.8470955448491233,0.7755102040816326,0.8311553971499813,0.8571428571428571
5,3,1.6012096796184778,0.4791666666666667,1.439446044775347,0.5
5,4,1.3436866409104804,0.5434782608695652,1.0184831800668135,0.717391304347826
5,5,1.8319432547217922,0.3508771929824561,1.3708858160596145,0.5263157894736842
5,6,1.2355540404096246,0.6458333333333334,1.4305721341321866,0.5208333333333334
5,7,1.3895267612404294,0.6,1.3733819630410937,0.5555555555555556
5,8,0.6583108477643691,0.8333333333333334,1.1699024258802335,0.75
5,9,1.061284418911376,0.723404255319149,1.1869028631518497,0.6595744680851063
6,0,0.9336841644432682,0.6730769230769231,1.1008284826261492,0.7115384615384616
6,1,1.4809991831962879,0.4230769230769231,1.5735770498330777,0.5384615384615384
6,2,0.5493387370271251,0.8936170212765957,0.6506123921655594,0.8085106382978723
6,3,1.6014958777679846,0.4423076923076923,1.3342866831674025,0.4807692307692308
6,4,0.9390269365647564,0.8043478260869565,0.975757496026547,0.6956521739130435
6,5,1.841824308988896,0.3191489361702128,1.4221856162903157,0.44680851063829785
6,6,1.1652727033604275,0.7090909090909091,1.6501127565448934,0.41818181818181815
6,7,1.4085762311899386,0.5116279069767442,1.3766365189018637,0.5581395348837209
6,8,0.9464360269839349,0.7391304347826086,1.399017096861549,0.6086956521739131
6,9,1.0886629813661177,0.75,1.039965621381998,0.7166666666666667
7,0,0.8545069287960919,0.7884615384615384,1.1416376645748432,0.6730769230769231
