fold,class_idx,baseline_loss,baseline_acc,weighted_loss,weighted_acc
5,0,0.7029916288839145,0.8181818181818182,0.49599026512693273,0.8181818181818182
5,1,1.5165192080955756,0.49122807017543857,1.373043547368102,0.5964912280701754
5,2,1.031473127098716,0.7142857142857143,1.1281350993988466,0.5918367346938775
5,3,1.5059388509641092,0.5,2.0864842142909765,0.4166666666666667
5,4,1.1654807709805344,0.6086956521739131,1.4053136077911959,0.5869565217391305
5,5,1.741156652046923,0.3157894736842105,2.32566906067363,0.17543859649122806
5,6,1.1691367303331692,0.6666666666666666,0.8869671719148755,0.8333333333333334
5,7,1.337378191202879,0.5777777777777777,1.588589436809222,0.5555555555555556
5,8,0.6329469038949659,0.8541666666666666,0.4753066601018266,0.8958333333333334
5,9,0.9521822580631744,0.723404255319149,1.0891594851904727,0.6170212765957447
6,0,0.7938756595294063,0.8076923076923077,0.5728895596515101,0.8269230769230769
6,1,1.5752704647871165,0.5192307692307693,1.5066545697358937,0.5384615384615384
6,2,0.6860804928942247,0.7872340425531915,0.8552539847949718,0.7872340425531915
6,3,1.5857313624941385,0.40384615384615385,1.8519673805970411,0.4423076923076923
6,4,1.0140972237872041,0.6521739130434783,1.2754477437423624,0.5217391304347826
6,5,1.9437228390511045,0.2127659574468085,2.5037931952070682,0.10638297872340426
6,6,1.1951736908067356,0.6545454545454545,1.0915677168152549,0.7272727272727273
6,7,1.4287431065079779,0.5348837209302325,1.7019345860841661,0.46511627906976744
6,8,0.8705166835823784,0.7608695652173914,0.6137734083053858,0.8260869565217391
6,9,1.1031060313185057,0.6833333333333333,1.2156014395256838,0.6833333333333333
7,0,0.7906806272132179,0.8076923076923077,0.5260098605022694,0.8461538461538461
7,1,1.426413450755325,0.5098039215686274,1.3630655235519595,0.5882352941176471
7,2,0.7839834859713595,0.851063829787234,0.8730816064362831,0.7021276595744681
7,3,1.5817473739908452,0.5087719298245614,1.9559008479118347,0.38596491228070173
7,4,1.4160185892214165,0.5957446808510638,1.8025644342315958,0.425531914893617
7,5,1.7645500391721725,0.4,2.2047791734337805,0.35
7,6,1.3130349222015827,0.6170212765957447,1.109993014484644,0.6808510638297872
7,7,1.5064205014914798,0.543859649122807,1.5977839472001059,0.543859649122807
7,8,0.7837097580161165,0.7647058823529411,0.5533198322552968,0.8235294117647058
7,9,0.9268570219477018,0.7843137254901961,1.0927350104731672,0.7450980392156863
8,0,0.7178002547186154,0.8717948717948718,0.5358469239674891,0.8461538461538461
8,1,1.4311697993766177,0.5454545454545454,1.3464355685494163,0.5818181818181818
8,2,0.6156234401278198,0.8461538461538461,0.6696539080630128,0.8653846153846154
8,3,1.7030958908477,0.4107142857142857,2.1729547290929725,0.30357142857142855
8,4,1.1588395413230448,0.6911764705882353,1.5881555715904516,0.5735294117647058
8,5,1.710030385071323,0.3333333333333333,2.373162647088369,0.2619047619047619
8,6,1.3818079664518959,0.5263157894736842,1.0717803838483073,0.7368421052631579
8,7,1.4197035501806103,0.4897959183673469,1.615117673971215,0.5510204081632653
8,8,0.9455005034881955,0.6458333333333334,0.6399747794882084,0.7916666666666666
8,9,1.0311702932505047,0.6176470588235294,1.1790969827595879,0.5588235294117647
9,0,0.8377953914997096,0.7307692307692307,0.5605384049972949,0.8461538461538461
9,1,1.40989537406386,0.5789473684210527,1.2763392540969347,0.6491228070175439
9,2,0.7617463279101584,0.8333333333333334,0.7838235634758517,0.8148148148148148
9,3,1.76512154764854,0.38461538461538464,2.1650201059304752,0.38461538461538464
9,4,1.3773038851381358,0.5254237288135594,1.6273478323877868,0.4406779661016949
9,5,1.8574141323566438,0.34,2.5269140291213987,0.12
9,6,1.2636973467611132,0.6190476190476191,1.1514035956490607,0.7142857142857143
9,7,1.1725170060440346,0.6481481481481481,1.4819418281592704,0.5185185185185185
9,8,0.7843597549479455,0.825,0.45186459536198526,0.875
9,9,1.171057319175452,0.65,1.2710903183557094,0.525
